Time, Target Temperature, Current Temperature, Is Furnace On
2017-02-10 16:43:20.478336,70,75.3,False
2017-02-10 16:43:25.489057,70,75.3,False
2017-02-10 16:43:30.499869,70,75.3,False
2017-02-10 16:43:35.510645,70,75.3,False
2017-02-10 16:43:40.518396,70,75.3,False
2017-02-10 16:43:45.529173,70,75.2,False
2017-02-10 16:43:50.539137,70,75.2,False
2017-02-10 16:43:55.545340,70,75.2,False
2017-02-10 16:44:00.550508,70,75.2,False
2017-02-10 16:44:05.555306,70,75.2,False
2017-02-10 16:44:10.560616,70,75.2,False
2017-02-10 16:44:15.570098,70,75.1,False
2017-02-10 16:44:20.577789,70,75.1,False
2017-02-10 16:44:25.585847,70,75.1,False
2017-02-10 16:44:30.595351,70,75.1,False
2017-02-10 16:44:35.604846,70,75.1,False
2017-02-10 16:44:40.609354,70,75.1,False
2017-02-10 16:44:45.618989,70,75.0,False
2017-02-10 16:44:50.624832,70,75.0,False
2017-02-10 16:44:55.634388,70,75.0,False
2017-02-10 16:45:00.639969,68,75.0,False
2017-02-10 16:45:05.649664,68,75.0,False
2017-02-10 16:45:10.659020,68,75.0,False
2017-02-10 16:45:15.665488,68,74.9,False
2017-02-10 16:45:20.670926,68,74.9,False
2017-02-10 16:45:25.675877,68,74.9,False
2017-02-10 16:45:30.684693,68,74.9,False
2017-02-10 16:45:35.695115,68,74.9,False
2017-02-10 16:45:40.704558,68,74.9,False
2017-02-10 16:45:45.714409,68,74.8,False
2017-02-10 16:45:50.723998,68,74.8,False
2017-02-10 16:45:55.728724,68,74.8,False
2017-02-10 16:46:00.738183,68,74.8,False
2017-02-10 16:46:05.746079,68,74.8,False
2017-02-10 16:46:10.755917,68,74.8,False
2017-02-10 16:46:15.765196,68,74.7,False
2017-02-10 16:46:20.770254,68,74.7,False
2017-02-10 16:46:25.780133,68,74.7,False
2017-02-10 16:46:30.785442,68,74.7,False
2017-02-10 16:46:35.790249,68,74.7,False
2017-02-10 16:46:40.797944,68,74.7,False
2017-02-10 16:46:45.808051,68,74.6,False
2017-02-10 16:46:50.818656,68,74.6,False
2017-02-10 16:46:55.825445,68,74.6,False
2017-02-10 16:47:00.829882,68,74.6,False
2017-02-10 16:47:05.839192,68,74.6,False
2017-02-10 16:47:10.848563,68,74.6,False
2017-02-10 16:47:15.858553,68,74.5,False
2017-02-10 16:47:20.867911,68,74.5,False
2017-02-10 16:47:25.877554,68,74.5,False
2017-02-10 16:47:30.887424,68,74.5,False
2017-02-10 16:47:35.898111,68,74.5,False
2017-02-10 16:47:40.909718,68,74.5,False
2017-02-10 16:47:45.921126,68,74.4,False
2017-02-10 16:47:50.927212,68,74.4,False
2017-02-10 16:47:55.935356,68,74.4,False
2017-02-10 16:48:00.943664,68,74.4,False
2017-02-10 16:48:05.954668,68,74.4,False
2017-02-10 16:48:10.965488,68,74.4,False
2017-02-10 16:48:15.976225,68,74.3,False
2017-02-10 16:48:20.985836,68,74.3,False
2017-02-10 16:48:25.991047,68,74.3,False
2017-02-10 16:48:31.002031,68,74.3,False
2017-02-10 16:48:36.013287,68,74.3,False
2017-02-10 16:48:41.019098,68,74.3,False
2017-02-10 16:48:46.026187,68,74.2,False
2017-02-10 16:48:51.035375,68,74.2,False
2017-02-10 16:48:56.046555,68,74.2,False
2017-02-10 16:49:01.057267,68,74.2,False
2017-02-10 16:49:06.066602,68,74.2,False
2017-02-10 16:49:11.077451,68,74.2,False
2017-02-10 16:49:16.088565,68,74.1,False
2017-02-10 16:49:21.097968,68,74.1,False
2017-02-10 16:49:26.104783,68,74.1,False
2017-02-10 16:49:31.112378,68,74.1,False
2017-02-10 16:49:36.117540,68,74.1,False
2017-02-10 16:49:41.127352,68,74.1,False
2017-02-10 16:49:46.132526,68,74.0,False
2017-02-10 16:49:51.140530,68,74.0,False
2017-02-10 16:49:56.146962,68,74.0,False
2017-02-10 16:50:01.156587,66,74.0,False
2017-02-10 16:50:06.161496,66,74.0,False
2017-02-10 16:50:11.171548,66,74.0,False
2017-02-10 16:50:16.180611,66,73.9,False
2017-02-10 16:50:21.186089,66,73.9,False
2017-02-10 16:50:26.191386,66,73.9,False
2017-02-10 16:50:31.199031,66,73.9,False
2017-02-10 16:50:36.204928,66,73.9,False
2017-02-10 16:50:41.214563,66,73.9,False
2017-02-10 16:50:46.224506,66,73.8,False
2017-02-10 16:50:51.230732,66,73.8,False
2017-02-10 16:50:56.237252,66,73.8,False
2017-02-10 16:51:01.248071,66,73.8,False
2017-02-10 16:51:06.259010,66,73.8,False
2017-02-10 16:51:11.270787,66,73.8,False
2017-02-10 16:51:16.283501,66,73.7,False
2017-02-10 16:51:21.293519,66,73.7,False
2017-02-10 16:51:26.299952,66,73.7,False
2017-02-10 16:51:31.311299,66,73.7,False
2017-02-10 16:51:36.317355,66,73.7,False
2017-02-10 16:51:41.326689,66,73.7,False
2017-02-10 16:51:46.338138,66,73.6,False
2017-02-10 16:51:51.348422,66,73.6,False
2017-02-10 16:51:56.355145,66,73.6,False
2017-02-10 16:52:01.364169,66,73.6,False
2017-02-10 16:52:06.371197,66,73.6,False
2017-02-10 16:52:11.379479,66,73.6,False
2017-02-10 16:52:16.391139,66,73.5,False
2017-02-10 16:52:21.399377,66,73.5,False
2017-02-10 16:52:26.409374,66,73.5,False
2017-02-10 16:52:31.418444,66,73.5,False
2017-02-10 16:52:36.426582,66,73.5,False
2017-02-10 16:52:41.431962,66,73.5,False
2017-02-10 16:52:46.435686,66,73.4,False
2017-02-10 16:52:51.440351,66,73.4,False
2017-02-10 16:52:56.445766,66,73.4,False
2017-02-10 16:53:01.453681,66,73.4,False
2017-02-10 16:53:06.462741,66,73.4,False
2017-02-10 16:53:11.472310,66,73.4,False
2017-02-10 16:53:16.481957,66,73.3,False
2017-02-10 16:53:21.491825,66,73.3,False
2017-02-10 16:53:26.497833,66,73.3,False
2017-02-10 16:53:31.502612,66,73.3,False
2017-02-10 16:53:36.512307,66,73.3,False
2017-02-10 16:53:41.521050,66,73.3,False
2017-02-10 16:53:46.527982,66,73.2,False
2017-02-10 16:53:51.532559,66,73.2,False
2017-02-10 16:53:56.542265,66,73.2,False
2017-02-10 16:54:01.551887,66,73.2,False
2017-02-10 16:54:06.557889,66,73.2,False
2017-02-10 16:54:11.565921,66,73.2,False
2017-02-10 16:54:16.574528,66,73.1,False
2017-02-10 16:54:21.579102,66,73.1,False
2017-02-10 16:54:26.588584,66,73.1,False
2017-02-10 16:54:31.597970,66,73.1,False
2017-02-10 16:54:36.606386,66,73.1,False
2017-02-10 16:54:41.616948,66,73.1,False
2017-02-10 16:54:46.624605,66,73.0,False
2017-02-10 16:54:51.634052,66,73.0,False
2017-02-10 16:54:56.643917,66,73.0,False
2017-02-10 16:55:01.649255,64,73.0,False
2017-02-10 16:55:06.655908,64,73.0,False
2017-02-10 16:55:11.665317,64,73.0,False
2017-02-10 16:55:16.674994,64,72.9,False
2017-02-10 16:55:21.684396,64,72.9,False
2017-02-10 16:55:26.689263,64,72.9,False
2017-02-10 16:55:31.698716,64,72.9,False
2017-02-10 16:55:36.708450,64,72.9,False
2017-02-10 16:55:41.717401,64,72.9,False
2017-02-10 16:55:46.723059,64,72.8,False
2017-02-10 16:55:51.730067,64,72.8,False
2017-02-10 16:55:56.739458,64,72.8,False
2017-02-10 16:56:01.744236,64,72.8,False
2017-02-10 16:56:06.755083,64,72.8,False
2017-02-10 16:56:11.766456,64,72.8,False
2017-02-10 16:56:16.772651,64,72.7,False
2017-02-10 16:56:21.782907,64,72.7,False
2017-02-10 16:56:26.793871,64,72.7,False
2017-02-10 16:56:31.805448,64,72.7,False
2017-02-10 16:56:36.811847,64,72.7,False
2017-02-10 16:56:41.823260,64,72.7,False
2017-02-10 16:56:46.830055,64,72.6,False
2017-02-10 16:56:51.836069,64,72.6,False
2017-02-10 16:56:56.846121,64,72.6,False
2017-02-10 16:57:01.857101,64,72.6,False
2017-02-10 16:57:06.865859,64,72.6,False
2017-02-10 16:57:11.876987,64,72.6,False
2017-02-10 16:57:16.888275,64,72.5,False
2017-02-10 16:57:21.896539,64,72.5,False
2017-02-10 16:57:26.906119,64,72.5,False
2017-02-10 16:57:31.915807,64,72.5,False
2017-02-10 16:57:36.927231,64,72.5,False
2017-02-10 16:57:41.939366,64,72.5,False
2017-02-10 16:57:46.952257,64,72.4,False
2017-02-10 16:57:51.963087,64,72.4,False
2017-02-10 16:57:56.973753,64,72.4,False
2017-02-10 16:58:01.984080,64,72.4,False
2017-02-10 16:58:06.994658,64,72.4,False
2017-02-10 16:58:12.005570,64,72.4,False
2017-02-10 16:58:17.017108,64,72.3,False
2017-02-10 16:58:22.024475,64,72.3,False
2017-02-10 16:58:27.031814,64,72.3,False
2017-02-10 16:58:32.041972,64,72.3,False
2017-02-10 16:58:37.048601,64,72.3,False
2017-02-10 16:58:42.054744,64,72.3,False
2017-02-10 16:58:47.070190,64,72.2,False
2017-02-10 16:58:52.082489,64,72.2,False
2017-02-10 16:58:57.095054,64,72.2,False
2017-02-10 16:59:02.105007,64,72.2,False
2017-02-10 17:29:37.787806,64,72.2,False
2017-02-10 17:29:42.796502,64,72.1,False
2017-02-10 17:29:47.806041,64,72.1,False
2017-02-10 17:29:52.810635,64,72.1,False
2017-02-10 17:29:57.820045,64,72.1,False
2017-02-10 17:30:02.829501,64,72.1,False
2017-02-10 17:30:07.839138,64,72.0,False
2017-02-10 17:30:12.850084,64,72.0,False
2017-02-10 17:30:17.859583,64,72.0,False
2017-02-10 17:30:22.869158,64,72.0,False
2017-02-10 17:30:27.878775,64,72.0,False
2017-02-10 17:30:32.888156,64,72.0,False
2017-02-10 17:30:37.897918,64,71.9,False
2017-02-10 17:30:42.905455,64,71.9,False
2017-02-10 17:30:47.914677,64,71.9,False
2017-02-10 17:30:52.921258,64,71.9,False
2017-02-10 17:30:57.927855,64,71.9,False
2017-02-10 17:31:02.937291,64,71.9,False
2017-02-10 17:31:07.946940,64,71.8,False
2017-02-10 17:31:12.954260,64,71.8,False
2017-02-10 17:31:17.961327,64,71.8,False
2017-02-10 17:31:22.966307,64,71.8,False
2017-02-10 17:31:27.975690,64,71.8,False
2017-02-10 17:31:32.985239,64,71.8,False
2017-02-10 17:31:37.994627,64,71.7,False
2017-02-10 17:31:43.003872,64,71.7,False
2017-02-10 17:31:48.013265,64,71.7,False
2017-02-10 17:31:53.022551,64,71.7,False
2017-02-10 17:31:58.031932,64,71.7,False
2017-02-10 17:32:03.036775,64,71.7,False
2017-02-10 17:32:08.040032,64,71.6,False
2017-02-10 17:32:13.045117,64,71.6,False
2017-02-10 17:32:18.051100,64,71.6,False
2017-02-10 17:32:23.056716,64,71.6,False
2017-02-10 17:32:28.067545,64,71.6,False
2017-02-10 17:32:33.078161,64,71.6,False
2017-02-10 17:32:38.085653,64,71.5,False
2017-02-10 17:32:43.095039,64,71.5,False
2017-02-10 17:32:48.105619,64,71.5,False
2017-02-10 17:32:53.115090,64,71.5,False
2017-02-10 17:32:58.124581,64,71.5,False
2017-02-10 17:33:03.130902,64,71.5,False
2017-02-10 17:33:08.141713,64,71.4,False
2017-02-10 17:33:13.151105,64,71.4,False
2017-02-10 17:33:18.160483,64,71.4,False
2017-02-10 17:33:23.166522,64,71.4,False
2017-02-10 17:33:28.176053,64,71.4,False
2017-02-10 17:33:33.185476,64,71.4,False
2017-02-10 17:33:38.192081,64,71.3,False
2017-02-10 17:33:43.201412,64,71.3,False
2017-02-10 17:33:48.208756,64,71.3,False
2017-02-10 17:33:53.216903,64,71.3,False
2017-02-10 17:33:58.226162,64,71.3,False
2017-02-10 17:34:03.232874,64,71.3,False
2017-02-10 17:34:08.239538,64,71.2,False
2017-02-10 17:34:13.249195,64,71.2,False
2017-02-10 17:34:18.258739,64,71.2,False
2017-02-10 17:34:23.268297,64,71.2,False
2017-02-10 17:34:28.277847,64,71.2,False
2017-02-10 17:34:33.287513,64,71.2,False
2017-02-10 17:34:38.299654,64,71.1,False
2017-02-10 17:34:43.306146,64,71.1,False
2017-02-10 17:34:48.317065,64,71.1,False
2017-02-10 17:34:53.328086,64,71.1,False
2017-02-10 17:34:58.338959,64,71.1,False
2017-02-10 17:35:03.345027,64,71.1,False
2017-02-10 17:35:08.356029,64,71.0,False
2017-02-10 17:35:13.361596,64,71.0,False
2017-02-10 17:35:18.371063,64,71.0,False
2017-02-10 17:35:23.376547,64,71.0,False
2017-02-10 17:35:28.386077,64,71.0,False
2017-02-10 17:35:33.391360,64,71.0,False
2017-02-10 17:35:38.399831,64,70.9,False
2017-02-10 17:35:43.407265,64,70.9,False
2017-02-10 17:35:48.414495,64,70.9,False
2017-02-10 17:35:53.423212,64,70.9,False
2017-02-10 17:35:58.430694,64,70.9,False
2017-02-10 17:36:03.440292,64,70.9,False
2017-02-10 17:36:08.452857,64,70.8,False
2017-02-10 17:36:13.461077,64,70.8,False
2017-02-10 17:36:18.465698,64,70.8,False
2017-02-10 17:36:23.473040,64,70.8,False
2017-02-10 17:36:28.478363,64,70.8,False
2017-02-10 17:36:33.484087,64,70.8,False
2017-02-10 17:36:38.493467,64,70.7,False
2017-02-10 17:36:43.502231,64,70.7,False
2017-02-10 17:36:48.511431,64,70.7,False
2017-02-10 17:36:53.516658,64,70.7,False
2017-02-10 17:36:58.524068,64,70.7,False
2017-02-10 17:37:03.529564,64,70.7,False
2017-02-10 17:37:08.539423,64,70.6,False
2017-02-10 17:37:13.544781,64,70.6,False
2017-02-10 17:37:18.549882,64,70.6,False
2017-02-10 17:37:23.559394,64,70.6,False
2017-02-10 17:37:28.565324,64,70.6,False
2017-02-10 17:37:33.574582,64,70.6,False
2017-02-10 17:37:38.580007,64,70.5,False
2017-02-10 17:37:43.589557,64,70.5,False
2017-02-10 17:37:48.596125,64,70.5,False
2017-02-10 17:37:53.605512,64,70.5,False
2017-02-10 17:37:58.615208,64,70.5,False
2017-02-10 17:38:03.620837,64,70.5,False
2017-02-10 17:38:08.625406,64,70.4,False
2017-02-10 17:38:13.634841,64,70.4,False
2017-02-10 17:38:18.639826,64,70.4,False
2017-02-10 17:38:23.649343,64,70.4,False
2017-02-10 17:38:28.654698,64,70.4,False
2017-02-10 17:38:33.659965,64,70.4,False
2017-02-10 17:38:38.669566,64,70.3,False
2017-02-10 17:38:43.674509,64,70.3,False
2017-02-10 17:38:48.680847,64,70.3,False
2017-02-10 17:38:53.686613,64,70.3,False
2017-02-10 17:38:58.696410,64,70.3,False
2017-02-10 17:39:03.701387,64,70.3,False
2017-02-10 17:39:08.706183,64,70.2,False
2017-02-10 17:39:13.711284,64,70.2,False
2017-02-10 17:39:18.720757,64,70.2,False
2017-02-10 17:39:23.726463,64,70.2,False
2017-02-10 17:39:28.734976,64,70.2,False
2017-02-10 17:39:33.744506,64,70.2,False
2017-02-10 17:39:38.753720,64,70.1,False
2017-02-10 17:39:43.759084,64,70.1,False
2017-02-10 17:39:48.768522,64,70.1,False
2017-02-10 17:39:53.773238,64,70.1,False
2017-02-10 17:39:58.782438,64,70.1,False
2017-02-10 17:40:03.791513,64,70.1,False
2017-02-10 17:40:08.801049,64,70.0,False
2017-02-10 17:40:13.806096,64,70.0,False
2017-02-10 17:40:18.815237,64,70.0,False
2017-02-10 17:40:23.824425,64,70.0,False
2017-02-10 17:40:28.833530,64,70.0,False
2017-02-10 17:40:33.838459,64,70.0,False
2017-02-10 17:40:38.847797,64,69.9,False
2017-02-10 17:40:43.852208,64,69.9,False
2017-02-10 17:40:48.861819,64,69.9,False
2017-02-10 17:40:53.867884,64,69.9,False
2017-02-10 17:40:58.878416,64,69.9,False
2017-02-10 17:41:03.884050,64,69.9,False
2017-02-10 17:41:08.890061,64,69.8,False
2017-02-10 17:41:13.897567,64,69.8,False
2017-02-10 17:41:18.906773,64,69.8,False
2017-02-10 17:41:23.912210,64,69.8,False
2017-02-10 17:41:28.918170,64,69.8,False
2017-02-10 17:41:33.928809,64,69.8,False
2017-02-10 17:41:38.935031,64,69.7,False
2017-02-10 17:41:43.944227,64,69.7,False
2017-02-10 17:41:48.949120,64,69.7,False
2017-02-10 17:41:53.958348,64,69.7,False
2017-02-10 17:41:58.967571,64,69.7,False
2017-02-10 17:42:03.971922,64,69.7,False
2017-02-10 17:42:08.981348,64,69.6,False
2017-02-10 17:42:13.991725,64,69.6,False
2017-02-10 17:42:18.997053,64,69.6,False
2017-02-10 17:42:24.002111,64,69.6,False
2017-02-10 17:42:29.006628,64,69.6,False
2017-02-10 17:42:34.015981,64,69.6,False
2017-02-10 17:42:39.021008,64,69.5,False
2017-02-10 17:42:44.025757,64,69.5,False
2017-02-10 17:42:49.035176,64,69.5,False
2017-02-10 17:42:54.044499,64,69.5,False
2017-02-10 17:42:59.049743,64,69.5,False
2017-02-10 17:43:04.059141,64,69.5,False
2017-02-10 17:43:09.064393,64,69.4,False
2017-02-10 17:43:14.069281,64,69.4,False
2017-02-10 17:43:19.073579,64,69.4,False
2017-02-10 17:43:24.082743,64,69.4,False
2017-02-10 17:43:29.091758,64,69.4,False
2017-02-10 17:43:34.097667,64,69.4,False
2017-02-10 17:43:39.104083,64,69.3,False
2017-02-10 17:43:44.108565,64,69.3,False
2017-02-10 17:43:49.113738,64,69.3,False
2017-02-10 17:43:54.118425,64,69.3,False
2017-02-10 17:43:59.123182,64,69.3,False
2017-02-10 17:44:04.131799,64,69.3,False
2017-02-10 17:44:09.140965,64,69.2,False
2017-02-10 17:44:14.145667,64,69.2,False
2017-02-10 17:44:19.155078,64,69.2,False
2017-02-10 17:44:24.160037,64,69.2,False
2017-02-10 17:44:29.164600,64,69.2,False
2017-02-10 17:44:34.173719,64,69.2,False
2017-02-10 17:44:39.181826,64,69.1,False
2017-02-10 17:44:44.190944,64,69.1,False
2017-02-10 17:44:49.197354,64,69.1,False
2017-02-10 17:44:54.208086,64,69.1,False
2017-02-10 17:44:59.214621,64,69.1,False
2017-02-10 17:45:04.225188,64,69.1,False
2017-02-10 17:45:09.236414,64,69.0,False
2017-02-10 17:45:14.241054,64,69.0,False
2017-02-10 17:45:19.247146,64,69.0,False
2017-02-10 17:45:24.254797,64,69.0,False
2017-02-10 17:45:29.262679,64,69.0,False
2017-02-10 17:45:34.273136,64,69.0,False
2017-02-10 17:45:39.282257,64,68.9,False
2017-02-10 17:45:44.289613,64,68.9,False
2017-02-10 17:45:49.298804,64,68.9,False
2017-02-10 17:45:54.303633,64,68.9,False
2017-02-10 17:45:59.308194,64,68.9,False
2017-02-10 17:46:04.317408,64,68.9,False
2017-02-10 17:46:09.322363,64,68.8,False
2017-02-10 17:46:14.327025,64,68.8,False
2017-02-10 17:46:19.331255,64,68.8,False
2017-02-10 17:46:24.335583,64,68.8,False
2017-02-10 17:46:29.344721,64,68.8,False
2017-02-10 17:46:34.349494,64,68.8,False
2017-02-10 17:46:39.359940,64,68.7,False
2017-02-10 17:46:44.369135,64,68.7,False
2017-02-10 17:46:49.374014,64,68.7,False
2017-02-10 17:46:54.379119,64,68.7,False
2017-02-10 17:46:59.389519,64,68.7,False
2017-02-10 17:47:04.399944,64,68.7,False
2017-02-10 17:47:09.405638,64,68.6,False
2017-02-10 17:47:14.415182,64,68.6,False
2017-02-10 17:47:19.419862,64,68.6,False
2017-02-10 17:47:24.427915,64,68.6,False
2017-02-10 17:47:29.432637,64,68.6,False
2017-02-10 17:47:34.441755,64,68.6,False
2017-02-10 17:47:39.446092,64,68.5,False
2017-02-10 17:47:44.455302,64,68.5,False
2017-02-10 17:47:49.464401,64,68.5,False
2017-02-10 17:47:54.473525,64,68.5,False
2017-02-10 17:47:59.482612,64,68.5,False
2017-02-10 17:48:04.489662,64,68.5,False
2017-02-10 17:48:09.499429,64,68.4,False
2017-02-10 17:48:14.505515,64,68.4,False
2017-02-10 17:48:19.514793,64,68.4,False
2017-02-10 17:48:24.523854,64,68.4,False
2017-02-10 17:48:29.532930,64,68.4,False
2017-02-10 17:48:34.539606,64,68.4,False
2017-02-10 17:48:39.548831,64,68.3,False
2017-02-10 17:48:44.558017,64,68.3,False
2017-02-10 17:48:49.562166,64,68.3,False
2017-02-10 17:48:54.571326,64,68.3,False
2017-02-10 17:48:59.580351,64,68.3,False
2017-02-10 17:49:04.589601,64,68.3,False
2017-02-10 17:49:09.595292,64,68.2,False
2017-02-10 17:49:14.600214,64,68.2,False
2017-02-10 17:49:19.609428,64,68.2,False
2017-02-10 17:49:24.618681,64,68.2,False
2017-02-10 17:49:29.627897,64,68.2,False
2017-02-10 17:49:34.637146,64,68.2,False
2017-02-10 17:49:39.646522,64,68.1,False
2017-02-10 17:49:44.655638,64,68.1,False
2017-02-10 17:49:49.661466,64,68.1,False
2017-02-10 17:49:54.670470,64,68.1,False
2017-02-10 17:49:59.679828,64,68.1,False
2017-02-10 17:50:04.690219,64,68.1,False
2017-02-10 17:50:09.701257,64,68.0,False
2017-02-10 17:50:14.710356,64,68.0,False
2017-02-10 17:50:19.720725,64,68.0,False
2017-02-10 17:50:24.728615,64,68.0,False
2017-02-10 17:50:29.739126,64,68.0,False
2017-02-10 17:50:34.745381,64,68.0,False
2017-02-10 17:50:39.755985,64,67.9,False
2017-02-10 17:50:44.765086,64,67.9,False
2017-02-10 17:50:49.774157,64,67.9,False
2017-02-10 17:50:54.779015,64,67.9,False
2017-02-10 17:50:59.788257,64,67.9,False
2017-02-10 17:51:04.793310,64,67.9,False
2017-02-10 17:51:09.802452,64,67.8,False
2017-02-10 17:51:14.811538,64,67.8,False
2017-02-10 17:51:19.820623,64,67.8,False
2017-02-10 17:51:24.831005,64,67.8,False
2017-02-10 17:51:29.841444,64,67.8,False
2017-02-10 17:51:34.850202,64,67.8,False
2017-02-10 17:51:39.860520,64,67.7,False
2017-02-10 17:51:44.869516,64,67.7,False
2017-02-10 17:51:49.878727,64,67.7,False
2017-02-10 17:51:54.887996,64,67.7,False
2017-02-10 17:51:59.898603,64,67.7,False
2017-02-10 17:52:04.909065,64,67.7,False
2017-02-10 17:52:09.922262,64,67.6,False
2017-02-10 17:52:14.931439,64,67.6,False
2017-02-10 17:52:19.941756,64,67.6,False
2017-02-10 17:52:24.952074,64,67.6,False
2017-02-10 17:52:29.962519,64,67.6,False
2017-02-10 17:52:34.968700,64,67.6,False
2017-02-10 17:52:39.979377,64,67.5,False
2017-02-10 17:52:44.988636,64,67.5,False
2017-02-10 17:52:49.997858,64,67.5,False
2017-02-10 17:52:55.007073,64,67.5,False
2017-02-10 17:53:00.014057,64,67.5,False
2017-02-10 17:53:05.023106,64,67.5,False
2017-02-10 17:53:10.032242,64,67.4,False
